VENTAS_NETAS,CANTIDAD_TOTAL,NUMERO_FACTURAS,ULTIMA_COMPRA,DIAS_DESDE_ULTIMA_COMPRA,PUNTAJE_MONETARIO,PUNTAJE_FRECUENCIA,PUNTAJE_RECENCIA,PUNTAJE_RFM,CLASIFICACION,NOMCLI,CADENA
1692.656,687.0,15,2024-06-17,13,2,1,2,5,Cliente en Riesgo,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
535.7905000000001,55.0,10,2024-09-18,12,1,1,2,4,Cliente en Riesgo,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
2015.4803000000002,453.0,17,2024-12-11,20,2,1,2,5,Cliente en Riesgo,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
6219.3451000000005,1849.0,67,2025-03-31,0,3,3,5,11,Cliente Leal,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
11307.815200000001,6555.0,60,2025-06-30,0,4,3,5,12,Cliente Leal,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
5832.5829,2731.0,34,2025-09-30,0,3,2,5,10,Cliente Leal,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
8449.2249,6916.0,42,2025-12-30,1,3,3,5,11,Cliente Leal,Farmacia Saúl Vereda,GRUPO Vivir Nobleza
1163.3617,130.0,19,2023-03-23,8,2,1,2,5,Cliente en Riesgo,,
1982.9564,230.0,36,2023-06-30,0,2,2,5,9,Cliente en Riesgo,,
595.1392,86.0,15,2023-09-22,8,1,1,2,4,Cliente en Riesgo,,
591.4765,393.0,9,2023-12-08,23,1,1,2,4,Cliente en Riesgo,,
1601.7085,1605.0,28,2024-03-31,0,2,2,5,9,Cliente en Riesgo,,
2256.1099,836.0,40,2024-06-28,2,2,2,4,8,Cliente en Riesgo,,
3565.8276,1571.0,55,2024-09-30,0,2,3,5,10,Cliente Leal,,
6517.8072,3780.0,88,2024-12-23,8,3,4,2,9,Cliente Regular,,
8886.4361,7759.0,93,2025-03-31,0,3,4,5,12,Cliente Leal,,
11525.8263,12043.0,111,2025-06-24,6,4,4,3,11,Cliente Regular,,
6512.8587,4855.0,85,2025-09-29,1,3,4,5,12,Cliente Leal,,
8466.7081,10412.0,65,2025-12-29,2,3,3,4,10,Cliente Leal,,
13476.2743,3135.0,135,2023-03-31,0,4,4,5,13,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
19332.4299,3908.0,167,2023-06-30,0,4,5,5,14,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
21959.4598,4380.0,150,2023-09-29,1,4,4,5,13,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
11031.9842,1980.0,84,2023-12-26,5,4,4,3,11,Cliente Regular,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
12959.9749,2151.0,55,2024-03-30,1,4,3,5,12,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
17468.5674,2849.0,79,2024-06-28,2,4,3,4,11,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
19596.463,3538.0,83,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
10105.8177,1220.0,70,2024-12-27,4,4,3,3,10,Cliente Regular,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
11572.5287,1453.0,79,2025-03-31,0,4,3,5,12,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
10945.1453,2567.0,84,2025-06-27,3,4,4,3,11,Cliente Regular,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
9394.8613,1201.0,56,2025-09-30,0,3,3,5,11,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
31239.821799999998,12414.0,108,2025-12-29,2,4,4,4,12,Cliente Leal,Farmacia Esteban Florecer,GRUPO Armonía Cumbre
12625.8962,4045.0,111,2023-03-31,0,4,4,5,13,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
18091.4549,3690.0,100,2023-06-28,2,4,4,4,12,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
29547.4377,6752.0,172,2023-09-29,1,4,5,5,14,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
30491.6199,6686.0,226,2023-12-27,4,4,5,3,12,Cliente Regular,Farmacia Enrique Sueño,GRUPO Luz Triunfo
12973.9777,2996.0,66,2024-03-30,1,4,3,5,12,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
45198.2145,7960.0,115,2024-06-30,0,4,4,5,13,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
22004.4365,3641.0,76,2024-09-25,5,4,3,3,10,Cliente Regular,Farmacia Enrique Sueño,GRUPO Luz Triunfo
35905.9558,5441.0,83,2024-12-31,0,4,4,5,13,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
66841.5109,14136.0,123,2025-03-31,0,5,4,5,14,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
78990.4332,19707.0,127,2025-06-29,1,5,4,5,14,Cliente Leal,Farmacia Enrique Sueño,GRUPO Luz Triunfo
26589.7666,5157.0,73,2025-09-25,5,4,3,3,10,Cliente Regular,Farmacia Enrique Sueño,GRUPO Luz Triunfo
78353.6151,13651.0,171,2025-12-26,5,5,5,3,13,Cliente Regular,Farmacia Enrique Sueño,GRUPO Luz Triunfo
11919.227,4618.0,224,2023-03-31,0,4,5,5,14,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
6216.1627,1452.0,79,2023-06-30,0,3,3,5,11,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
6994.296,2259.0,79,2023-09-29,1,3,3,5,11,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
13005.1617,3565.0,171,2023-12-29,2,4,5,4,13,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
3006.8287,534.0,29,2024-03-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
14636.6669,2654.0,129,2024-06-30,0,4,4,5,13,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
21191.6874,3878.0,140,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
13444.0083,1933.0,98,2024-12-26,5,4,4,3,11,Cliente Regular,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
12594.655,3018.0,84,2025-03-26,5,4,4,3,11,Cliente Regular,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
12734.7363,2326.0,80,2025-06-30,0,4,3,5,12,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
9325.1442,1083.0,67,2025-09-30,0,3,3,5,11,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
39294.423500000004,12668.0,115,2025-12-30,1,4,4,5,13,Cliente Leal,Farmacia Roberto Inspirar,GRUPO Armonía Cumbre
7916.5284,2051.0,84,2023-03-31,0,3,4,5,12,Cliente Leal,Farmacia Begoña Alba,(Ninguna)
15202.5095,3870.0,143,2023-06-29,1,4,4,5,13,Cliente Leal,Farmacia Begoña Alba,(Ninguna)
19403.021,3979.0,131,2023-09-25,5,4,4,3,11,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
20524.4971,3109.0,146,2023-11-27,34,4,4,1,9,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
21405.182,4081.0,60,2024-03-14,17,4,3,2,9,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
21178.4139,3944.0,51,2024-06-26,4,4,3,3,10,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
22579.6086,3634.0,63,2024-09-30,0,4,3,5,12,Cliente Leal,Farmacia Begoña Alba,(Ninguna)
29807.4997,4134.0,62,2024-12-21,10,4,3,2,9,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
32656.4444,5711.0,47,2025-03-27,4,4,3,3,10,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
23482.3909,3124.0,31,2025-09-02,28,4,2,2,8,Cliente Regular,Farmacia Begoña Alba,(Ninguna)
5488.4754,1856.0,51,2023-03-31,0,3,3,5,11,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
4654.4717,1051.0,42,2023-06-30,0,2,3,5,10,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
6408.4189,9655.0,54,2023-09-29,1,3,3,5,11,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
13369.0224,4722.0,79,2023-12-28,3,4,3,3,10,Cliente Regular,Farmacia Víctor Renacer,GRUPO Viaje Armonía
17046.88,4055.0,63,2024-03-31,0,4,3,5,12,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
69580.4319,24984.0,71,2024-06-19,11,5,3,2,10,Cliente Regular,Farmacia Víctor Renacer,GRUPO Viaje Armonía
10494.9921,1809.0,77,2024-09-29,1,4,3,5,12,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
20864.6785,3669.0,111,2024-12-31,0,4,4,5,13,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
23890.0991,5748.0,126,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
16860.3923,4665.0,80,2025-06-29,1,4,3,5,12,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
11612.7625,1734.0,99,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
11876.043,1713.0,95,2025-12-29,2,4,4,4,12,Cliente Leal,Farmacia Víctor Renacer,GRUPO Viaje Armonía
18761.9471,6020.0,167,2023-03-31,0,4,5,5,14,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
30017.5663,7780.0,208,2023-06-29,1,4,5,5,14,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
17060.5741,4302.0,140,2023-09-30,0,4,4,5,13,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
31197.7056,8374.0,288,2023-12-28,3,4,5,3,12,Cliente Regular,Farmacia Blanca Fuente,GRUPO Senda Viento
11878.6661,3571.0,87,2024-03-31,0,4,4,5,13,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
29650.5918,6043.0,114,2024-06-26,4,4,4,3,11,Cliente Regular,Farmacia Blanca Fuente,GRUPO Senda Viento
31499.5927,6546.0,125,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
13718.6361,2106.0,73,2024-12-23,8,4,3,2,9,Cliente Regular,Farmacia Blanca Fuente,GRUPO Senda Viento
10636.0494,1742.0,63,2025-03-30,1,4,3,5,12,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
25297.4859,5351.0,84,2025-06-30,0,4,4,5,13,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
19575.6685,3838.0,77,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
21288.9876,4042.0,109,2025-12-30,1,4,4,5,13,Cliente Leal,Farmacia Blanca Fuente,GRUPO Senda Viento
7443.4919,2376.0,81,2023-03-21,10,3,4,2,9,Cliente Regular,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
11386.3743,2937.0,71,2023-06-30,0,4,3,5,12,Cliente Leal,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
24760.6611,8479.0,201,2023-09-29,1,4,5,5,14,Cliente Leal,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
10450.7312,3084.0,160,2023-12-29,2,4,5,4,13,Cliente Leal,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
6713.5219,1695.0,53,2024-03-25,6,3,3,3,9,Cliente Regular,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
10763.6798,3823.0,66,2024-06-04,26,4,3,2,9,Cliente Regular,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
657.2809,120.0,5,2024-09-16,14,1,1,2,4,Cliente en Riesgo,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
5629.8168000000005,1029.0,50,2024-12-19,12,3,3,2,8,Cliente Regular,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
13444.6752,5778.0,80,2025-03-28,3,4,3,3,10,Cliente Regular,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
43133.2056,18997.0,188,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
10686.4902,3839.0,54,2025-09-12,18,4,3,2,9,Cliente Regular,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
10395.3367,5963.0,43,2025-12-30,1,4,3,5,12,Cliente Leal,Farmacia Ramón Triunfo,GRUPO Renacer Nieve
6419.4397,1716.0,95,2023-03-27,4,3,4,3,10,Cliente Regular,Farmacia Mercedes Rocío,(Ninguna)
9202.1376,4020.0,82,2023-06-30,0,3,4,5,12,Cliente Leal,Farmacia Mercedes Rocío,(Ninguna)
5725.0969,1782.0,68,2023-09-13,17,3,3,2,8,Cliente Regular,Farmacia Mercedes Rocío,(Ninguna)
8121.4101,6387.0,93,2023-12-27,4,3,4,3,10,Cliente Regular,Farmacia Mercedes Rocío,(Ninguna)
20600.6843,11051.0,174,2024-03-25,6,4,5,3,12,Cliente Regular,Farmacia Mercedes Rocío,(Ninguna)
26431.5906,8500.0,141,2024-06-24,6,4,4,3,11,Cliente Regular,Farmacia Mercedes Rocío,(Ninguna)
42515.0311,20438.0,122,2024-09-09,21,4,4,2,10,Cliente Regular,Farmacia Mercedes Rocío,(Ninguna)
4304.642,1482.0,36,2024-12-15,16,2,2,2,6,Cliente en Riesgo,Farmacia Mercedes Rocío,(Ninguna)
14630.785,4229.0,160,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Mercedes Rocío,(Ninguna)
39790.8566,8975.0,379,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Mercedes Rocío,(Ninguna)
23226.779599999998,5059.0,225,2025-12-31,0,4,5,5,14,Cliente Leal,Farmacia Mercedes Rocío,(Ninguna)
5244.6898,1171.0,106,2023-03-31,0,3,4,5,12,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
10408.4234,2007.0,228,2023-06-30,0,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
7982.9223999999995,1477.0,140,2023-09-30,0,3,4,5,12,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
6621.5948,1539.0,142,2023-12-28,3,3,4,3,10,Cliente Regular,Farmacia Celia Tierra,(Ninguna)
12851.603500000001,2307.0,163,2024-03-20,11,4,5,2,11,Cliente Regular,Farmacia Celia Tierra,(Ninguna)
23651.2767,4096.0,213,2024-06-30,0,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
15397.7724,2492.0,234,2024-09-30,0,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
16920.3073,2818.0,194,2024-12-27,4,4,5,3,12,Cliente Regular,Farmacia Celia Tierra,(Ninguna)
21074.5059,3634.0,320,2025-03-31,0,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
22462.1461,3713.0,334,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
17643.8257,2408.0,391,2025-09-30,0,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
12652.4144,1672.0,307,2025-12-30,1,4,5,5,14,Cliente Leal,Farmacia Celia Tierra,(Ninguna)
2353.8107,894.0,35,2023-03-28,3,2,2,3,7,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
1264.438,249.0,24,2023-06-16,14,2,2,2,6,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
1859.3332,377.0,25,2023-09-21,9,2,2,2,6,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
1745.0746,657.0,22,2023-12-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
1649.508,651.0,22,2024-03-11,20,2,2,2,6,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
5160.1079,3797.0,28,2024-06-26,4,3,2,3,8,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
5053.7713,1596.0,22,2024-09-30,0,3,2,5,10,Cliente Leal,Farmacia Óscar Brisa,GRUPO Latido Risa
10053.497,6358.0,41,2024-12-12,19,4,3,2,9,Cliente Regular,Farmacia Óscar Brisa,GRUPO Latido Risa
3942.7565,1503.0,22,2025-03-27,4,2,2,3,7,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
8296.1121,3169.0,19,2025-06-13,17,3,1,2,6,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
6175.710900000001,1451.0,22,2025-09-28,2,3,2,4,9,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
1371.3291,170.0,9,2025-12-17,14,2,1,2,5,Cliente en Riesgo,Farmacia Óscar Brisa,GRUPO Latido Risa
759.786,199.0,16,2023-03-27,4,1,1,3,5,Cliente en Riesgo,Farmacia Manuel Alba,(Ninguna)
738.063,173.0,21,2023-06-26,4,1,2,3,6,Cliente en Riesgo,Farmacia Manuel Alba,(Ninguna)
2502.3058,568.0,48,2023-09-28,2,2,3,4,9,Cliente en Riesgo,Farmacia Manuel Alba,(Ninguna)
1966.3427,401.0,37,2023-12-29,2,2,2,4,8,Cliente en Riesgo,Farmacia Manuel Alba,(Ninguna)
3878.3542,1000.0,47,2024-03-30,1,2,3,5,10,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
7568.2219,1724.0,74,2024-06-30,0,3,3,5,11,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
4489.9408,731.0,60,2024-09-19,11,2,3,2,7,Cliente en Riesgo,Farmacia Manuel Alba,(Ninguna)
6606.2073,1790.0,63,2024-12-30,1,3,3,5,11,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
8690.5124,1547.0,152,2025-03-31,0,3,5,5,13,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
10985.0457,1963.0,159,2025-06-30,0,4,5,5,14,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
8186.0827,1392.0,122,2025-09-30,0,3,4,5,12,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
4306.1952,548.0,81,2025-12-29,2,2,4,4,10,Cliente Leal,Farmacia Manuel Alba,(Ninguna)
74.4572,16.0,2,2023-03-10,21,1,1,2,4,Cliente en Riesgo,,
598.2463,67.0,6,2023-06-12,18,1,1,2,4,Cliente en Riesgo,,
3956.8216,695.0,23,2023-08-30,31,2,2,1,5,Cliente en Riesgo,,
2355.9676,482.0,4,2023-12-31,0,2,1,5,8,Cliente en Riesgo,,
141.36880000000002,26.0,2,2024-03-21,10,1,1,2,4,Cliente en Riesgo,,
1055.4135,158.0,4,2024-05-07,54,2,1,1,4,Cliente en Riesgo,,
121.7268,26.0,1,2024-07-24,68,1,1,1,3,Cliente en Riesgo,,
578.0345,129.0,3,2025-09-22,8,1,1,2,4,Cliente en Riesgo,,
15330.946,4966.0,31,2025-10-31,61,4,2,1,7,Cliente Regular,,
8591.0311,1720.0,19,2023-03-26,5,3,1,3,7,Cliente en Riesgo,Farmacia Jorge Abrazo,GRUPO Velo Armonía
4772.0147,976.0,23,2023-06-30,0,2,2,5,9,Cliente en Riesgo,Farmacia Jorge Abrazo,GRUPO Velo Armonía
18607.4276,3364.0,74,2023-09-29,1,4,3,5,12,Cliente Leal,Farmacia Jorge Abrazo,GRUPO Velo Armonía
13642.423,2994.0,61,2023-12-28,3,4,3,3,10,Cliente Regular,Farmacia Jorge Abrazo,GRUPO Velo Armonía
22755.5891,4795.0,59,2024-03-27,4,4,3,3,10,Cliente Regular,Farmacia Jorge Abrazo,GRUPO Velo Armonía
19536.9964,2825.0,60,2024-06-27,3,4,3,3,10,Cliente Regular,Farmacia Jorge Abrazo,GRUPO Velo Armonía
24882.8293,4020.0,79,2024-09-30,0,4,3,5,12,Cliente Leal,Farmacia Jorge Abrazo,GRUPO Velo Armonía
31230.3629,5720.0,76,2024-12-30,1,4,3,5,12,Cliente Leal,Farmacia Jorge Abrazo,GRUPO Velo Armonía
40066.8477,7117.0,94,2025-03-25,6,4,4,3,11,Cliente Regular,Farmacia Jorge Abrazo,GRUPO Velo Armonía
35520.5012,7668.0,71,2025-06-25,5,4,3,3,10,Cliente Regular,Farmacia Jorge Abrazo,GRUPO Velo Armonía
31805.489,5485.0,79,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Jorge Abrazo,GRUPO Velo Armonía
11413.2409,1302.0,29,2025-12-22,9,4,2,2,8,Cliente Regular,Farmacia Jorge Abrazo,GRUPO Velo Armonía
8064.1624,2323.0,107,2023-03-31,0,3,4,5,12,Cliente Leal,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
8310.494,2343.0,97,2023-05-31,30,3,4,2,9,Cliente Regular,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
3339.5045,921.0,45,2023-09-29,1,2,3,5,10,Cliente Leal,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
4198.3756,1226.0,91,2023-11-07,54,2,4,1,7,Cliente Regular,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
5650.4068,1382.0,43,2024-09-30,0,3,3,5,11,Cliente Leal,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
7193.7339,1389.0,50,2024-12-26,5,3,3,3,9,Cliente Regular,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
2356.3123,319.0,26,2025-03-27,4,2,2,3,7,Cliente en Riesgo,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
6354.0059,1868.0,63,2025-06-27,3,3,3,3,9,Cliente Regular,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
4219.6356,1451.0,50,2025-08-22,39,2,3,1,6,Cliente en Riesgo,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
13292.7548,4708.0,73,2025-12-30,1,4,3,5,12,Cliente Leal,Farmacia Dolores Cielo,GRUPO Armonía Cumbre
2557.8860999999997,1153.0,36,2023-03-31,0,2,2,5,9,Cliente en Riesgo,Farmacia Arturo Silencio,GRUPO Senda Fruto
6505.3339,1485.0,60,2023-06-30,0,3,3,5,11,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
6131.3182,6128.0,74,2023-09-29,1,3,3,5,11,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
10287.5419,2412.0,103,2023-12-28,3,4,4,3,11,Cliente Regular,Farmacia Arturo Silencio,GRUPO Senda Fruto
7864.0089,1874.0,76,2024-03-27,4,3,3,3,9,Cliente Regular,Farmacia Arturo Silencio,GRUPO Senda Fruto
15994.146,13648.0,90,2024-06-26,4,4,4,3,11,Cliente Regular,Farmacia Arturo Silencio,GRUPO Senda Fruto
16568.6648,7070.0,106,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
13023.1874,3187.0,84,2024-12-30,1,4,4,5,13,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
27069.3743,10718.0,140,2025-03-31,0,4,4,5,13,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
20225.7255,19777.0,59,2025-06-22,8,4,3,2,9,Cliente Regular,Farmacia Arturo Silencio,GRUPO Senda Fruto
18648.5102,6133.0,72,2025-09-30,0,4,3,5,12,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
29326.0939,7390.0,108,2025-12-30,1,4,4,5,13,Cliente Leal,Farmacia Arturo Silencio,GRUPO Senda Fruto
13951.757,4041.0,82,2023-03-31,0,4,4,5,13,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
23493.3621,5458.0,118,2023-06-30,0,4,4,5,13,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
38144.0563,8682.0,195,2023-09-29,1,4,5,5,14,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
35448.1303,9007.0,207,2023-12-31,0,4,5,5,14,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
19858.9352,3991.0,99,2024-03-30,1,4,4,5,13,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
57008.0542,10702.0,137,2024-06-25,5,5,4,3,12,Cliente Regular,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
42076.9842,7161.0,123,2024-09-30,0,4,4,5,13,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
45004.2761,8183.0,130,2024-12-31,0,4,4,5,13,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
56509.9689,11811.0,157,2025-03-26,5,5,5,3,13,Cliente Regular,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
72460.7224,19092.0,136,2025-06-25,5,5,4,3,12,Cliente Regular,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
43213.7082,5683.0,96,2025-09-30,0,4,4,5,13,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
66480.19499999999,10379.0,108,2025-12-30,1,5,4,5,14,Cliente Leal,Farmacia Yolanda Gracia,GRUPO Luz Triunfo
1800.1611,400.0,27,2023-03-24,7,2,2,3,7,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
2912.9873,610.0,38,2023-06-28,2,2,2,4,8,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
1636.9547,406.0,16,2023-08-23,38,2,1,1,4,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
2716.0336,672.0,28,2023-12-21,10,2,2,2,6,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
2500.6985,408.0,29,2024-03-27,4,2,2,3,7,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
3335.5247,686.0,32,2024-06-20,10,2,2,2,6,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
3271.2976,739.0,33,2024-09-26,4,2,2,3,7,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
3791.6715,688.0,27,2024-12-19,12,2,2,2,6,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
7639.3348,1498.0,76,2025-03-31,0,3,3,5,11,Cliente Leal,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
662.4356,86.0,5,2025-05-29,32,1,1,1,3,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
1273.6752999999999,244.0,14,2025-08-14,47,2,1,1,4,Cliente en Riesgo,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
8708.4737,1107.0,46,2025-12-26,5,3,3,3,9,Cliente Regular,Farmacia Jorge Esperanza,GRUPO Cumplir Gracia
20909.5194,7070.0,189,2023-03-31,0,4,5,5,14,Cliente Leal,Farmacia Verónica Espuma,GRUPO Renacer Nieve
18382.6695,4747.0,148,2023-05-29,32,4,4,1,9,Cliente Regular,Farmacia Verónica Espuma,GRUPO Renacer Nieve
15007.5483,5052.0,120,2023-09-30,0,4,4,5,13,Cliente Leal,Farmacia Verónica Espuma,GRUPO Renacer Nieve
12779.3523,3989.0,178,2023-12-29,2,4,5,4,13,Cliente Leal,Farmacia Verónica Espuma,GRUPO Renacer Nieve
7934.249,1679.0,68,2024-03-25,6,3,3,3,9,Cliente Regular,Farmacia Verónica Espuma,GRUPO Renacer Nieve
